playlist_title,video_title,video_url
Current Affairs,Uttarakhand Glacier Burst | What caused the Uttarakhand Flood?,https://www.youtube.com/watch?v=Ei99UcxcnPE&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=48
Current Affairs,Main Reasons for Farmers Protest #Short,https://www.youtube.com/watch?v=GdYVvqjkm8k&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=49
Current Affairs,What is Toolkit Case and Who is Disha Ravi?,https://www.youtube.com/watch?v=DnLPHoWhp7U&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=50
Current Affairs,Priya Ramani v. MJ Akbar Case | Defamation Case | India`s #Metoo Movement,https://www.youtube.com/watch?v=EBvIAvoIfQw&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=51
Current Affairs,Shabnam Case and Remedies available to Death Penalty | Mercy Petition in India,https://www.youtube.com/watch?v=fV4VXd9IJBo&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=52
Current Affairs,February 2021 | Monthly Current Affairs 2021 - February | Current Affairs 2021,https://www.youtube.com/watch?v=2LcMIBCm_1E&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=53
Current Affairs,Monthly Current Affairs | March 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=LWem7vtDLoY&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=54
Current Affairs,Kyu Khate the Geeta ki Kasam? | Indian Oaths Act,https://www.youtube.com/watch?v=KgVVTpx4nEM&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=55
Current Affairs,How do you Address a Judge? | My Lord or not? | Lawyers in Supreme Court,https://www.youtube.com/watch?v=Fr8b6zFDwjo&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=56
Current Affairs,Important and Controversial Judgments by Chief Justice Bobde | Important Judgments 2021,https://www.youtube.com/watch?v=XCPduJAAtzk&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=57
Current Affairs,Types of VIP Security in India,https://www.youtube.com/watch?v=Dz1EWPn0dKY&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=58
Current Affairs,April 2021 Monthly Current Affairs | Important Current Affairs 2021,https://www.youtube.com/watch?v=-FJ9WHJUDhc&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=59
Current Affairs,"Difference between an Act, Bill, Ordinance, Rules, Regulations | Explained",https://www.youtube.com/watch?v=OVFy5r1m5Wo&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=60
Current Affairs,Understand Full History of Israel-Palestine: Explained,https://www.youtube.com/watch?v=GL-Rv2Zy8jQ&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=61
Current Affairs,Monthly Current Affairs | May 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=KoIR2CRtY7k&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=62
Current Affairs,July 2021 Monthly Current Affairs | July 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=S2fw1XNJTns&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=63
Current Affairs,August 2021 Monthly Current Affairs | August 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=ls9MUKD0_RA&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=64
Current Affairs,Is Marital Rape a Crime in India? | Crime Against Women | IPC,https://www.youtube.com/watch?v=SfI8Y5fxBPY&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=65
Current Affairs,October 2021 Monthly Current Affairs | October 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=BNNQX_4dNzg&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=66
Current Affairs,Farm Laws are getting REPEALED! Explained with Full Timeline,https://www.youtube.com/watch?v=x87wMtye4Cs&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=67
Current Affairs,Rank of Police Officers in India | Indian Police Service | UPSC | State PSC,https://www.youtube.com/watch?v=HCzNNCHEWgo&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=68
Current Affairs,November 2021 Monthly Current Affairs | November 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=hj0CYduxeSA&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=69
Current Affairs,MUST Know Important Laws of India!,https://www.youtube.com/watch?v=K65DEXrR9As&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=70
Current Affairs,Complete Current Affairs 2021 | Top 100 News | All Competitive Exams,https://www.youtube.com/watch?v=1g2IDXaWZys&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=71
Current Affairs,December 2021 Monthly Current Affairs | December 2021 | Current Affairs 2021,https://www.youtube.com/watch?v=94mZSjK-RcQ&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=72
Current Affairs,Complete Current Affairs Part 2 | Top 100 News | Competitive Exams,https://www.youtube.com/watch?v=RciT0tBByzM&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=73
Current Affairs,GK Series on Computer Knowledge | Competitive Exams 2022,https://www.youtube.com/watch?v=IVdrYhkHINE&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=74
Current Affairs,BASICS of BANKING | For Competitive Exams 2022,https://www.youtube.com/watch?v=NGWesJRKw6Y&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=75
Current Affairs,January 2022 | Monthly Current Affairs| Current Affairs 2022,https://www.youtube.com/watch?v=h4h79aOf1K0&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=76
Current Affairs,Ukraine Russia Crisis | Russia Ukraine conflict explained,https://www.youtube.com/watch?v=ZhSMv-AB-jg&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=77
Current Affairs,February 2022 | Monthly Current Affairs| Current Affairs 2022,https://www.youtube.com/watch?v=MQHRdXqQB6M&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=78
Current Affairs,Most Important Current Affairs for Law Entrance Exams 2022 | CLAT | AILET | DU LLB,https://www.youtube.com/watch?v=M3O6bW8dDFE&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=79
Current Affairs,March 2022 | Monthly Current Affairs | Competitive Exams,https://www.youtube.com/watch?v=ul2eRvUikz4&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=80
Current Affairs,April 2022 | Monthly Current Affairs | Competitive Exams,https://www.youtube.com/watch?v=mJAjLWFDOoI&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=81
Current Affairs,May 2022 | Monthly Current Affairs | Competitive Exams,https://www.youtube.com/watch?v=YP1BarGGMX0&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=82
Current Affairs,National Emblem Controversy Row | Why is it so Controversial? | Finology Legal,https://www.youtube.com/watch?v=Xu-KuOLqnd4&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=83
Current Affairs,Facts you didnt know about Presidents | Draupadi Murmu |Presidential Elections 2022,https://www.youtube.com/watch?v=CV1syXmbl-s&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=84
Current Affairs,July 2022 | Monthly Current Affairs | Competitive Exams,https://www.youtube.com/watch?v=GWtjnsotX2E&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=85
Current Affairs,India @75 | How far has India come since Independence? Finology Legal,https://www.youtube.com/watch?v=qsAa-K4aLlU&list=PLj61oJGRK5Y78A5WVOdR_398d9DfsOA7N&index=86
Legal Theory and Jurisprudence,Basics of Jurisprudence | Analytical School - Bentham & Austin | Legal classes online In Hindi,https://www.youtube.com/watch?v=vlijnl2VKTY&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=1
Legal Theory and Jurisprudence,Basics of Historical School of Jurisprudence | Jurisprudence in Hindi,https://www.youtube.com/watch?v=zGpyi1fgo2s&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=2
Legal Theory and Jurisprudence,Philosophical School of Jurisprudence | Natural Law School | Legal Theory | In Hindi,https://www.youtube.com/watch?v=4H456YMZdYU&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=3
Legal Theory and Jurisprudence,Sociological School of Jurisprudence | In Hindi,https://www.youtube.com/watch?v=mzz933TjQH4&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=4
Legal Theory and Jurisprudence,Realist School | Jurisprudence |American Realism | In Hindi,https://www.youtube.com/watch?v=ezCzMxhQ4_k&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=5
Legal Theory and Jurisprudence,Schools of Jurisprudence and Legal Theory | Analytical School and Historical School,https://www.youtube.com/watch?v=xmjtEOxkH7s&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=6
Legal Theory and Jurisprudence,How to Read a Case Citation,https://www.youtube.com/watch?v=lrwgc-Cbd5E&list=PLj61oJGRK5Y6z9s7gGorowrObcGZkvrgz&index=7
